公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,文档名称
广发证券股份有限公司,18广发02,2018-08-20,233,10,189454,8704,83,18广发02：广发证券股份有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_f5b4bdfb-cb32-4f72-bd79-4682d71ce442
奥飞娱乐股份有限公司,奥飞娱乐,2018-02-08,110,6,184073,4854,50,奥飞娱乐：2018年公开发行公司债券（第一期）募集说明书（面向合格投资者）_9b8aa8e6-e9e9-40a1-8533-9511a51e7bb1
渤海金控投资股份有限公司,18渤金03,2018-09-28,385,16,219387,13770,142,18渤金03：渤海金控投资股份有限公司2018年面向合格投资者公开发行公司债券（第三期）募集说明书_1d0abf28-ef59-408c-a034-49986a93d81c
广发证券股份有限公司,广发证券,2018-08-20,233,10,189454,8704,83,广发证券：2018年面向合格投资者公开发行公司债券（第二期）募集说明书_3304f2bb-7ddd-4e6b-9ef4-1cca330c9671
城镇发展股份有限公司,棕榈股份,2018-02-01,124,9,188254,6464,66,棕榈股份：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_e36e8f17-b1ca-4bed-8369-0056bd22acc0
金科地产集团股份有限公司,金科股份,2018-02-06,99,2,239168,4832,48,金科股份：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_ba97e435-4d08-44fb-a7ba-827d15881425
华侨城 A 股票代码公司,华侨城Ａ,2018-02-01,102,6,193274,4721,54,华侨城Ａ：2018年面向合格投资者公开发行公司债券（第二期）募集说明书_b63f3d46-2053-4433-9637-bb40954997f5
天齐锂业 股票代码公司,天齐锂业,2018-01-30,132,11,158876,6598,62,天齐锂业：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_0e00eeed-eb0f-40db-ae1a-a5e636e04b4f
公 司公司,华联股份,2018-01-23,110,8,150509,4460,55,华联股份：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_e432baa0-66a9-4694-b14f-7cf1a893ecf6
湖南电广传媒股份有限公司,电广传媒,2018-01-25,106,12,142212,5174,57,电广传媒：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_029a4e29-53ed-416b-8e2e-8ffb2cc580d6
渤海金控投资股份有限公司,18渤金02,2018-09-06,381,16,219738,13860,141,18渤金02：渤海金控投资股份有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_823a6c64-c21b-44d8-bebf-abeed7872239
华侨城 A 股票代码公司,华侨城Ａ,2018-01-15,102,6,193201,4645,54,华侨城Ａ：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_9383a5d0-bd9d-42fb-ad9b-1a6647eb11a4
第一创业证券股份有限公司,第一创业,2018-01-12,259,8,183878,8855,90,第一创业：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_312cc1f0-26bf-4c8a-942a-ed0dc270a5e2
青信Y公司,18青信Y2,2018-08-31,229,8,234841,10206,90,18青信Y2：青岛国信发展（集团）有限责任公司2018年面向合格投资者公开发行可续期公司债券（第二期）募集说明书_426e5243-e546-4d47-a720-cf3eb3f63c4e
物美控股集团有限公司,18物美02,2018-08-27,105,13,198164,5312,54,18物美02：物美控股集团有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_9169b026-68b0-40f0-a021-18aea4ad8eba
物美控股集团有限公司,18物美03,2018-08-27,105,13,198164,5312,54,18物美03：物美控股集团有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_8f363066-a198-49af-a150-a48225ca6dbe
亚迪股份有限公司,18亚迪02,2018-08-20,110,3,160160,5260,51,18亚迪02：比亚迪股份有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_d789c0f3-39c0-44be-98ac-44e1014f7099
深圳市英唐智能控制股份有限公司,英唐智控,2017-12-29,117,8,184198,4942,49,英唐智控：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_6280b12a-46e0-49f1-bcb9-9df749c90022
亚迪股份有限公司,18亚迪03,2018-08-20,110,3,160160,5260,51,18亚迪03：比亚迪股份有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_2591bc39-1cb8-42fa-9982-cc860e8de0c5
江苏中南建设集团股份有限公司,中南建设,2017-12-25,100,8,219488,4124,52,中南建设：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_ad4eb192-0c4b-43f8-989a-e94f591765f8
深圳市英唐智能控制股份有限公司,18英唐03,2018-08-15,116,9,181285,4821,48,18英唐03：深圳市英唐智能控制股份有限公司2018年面向合格投资者公开发行公司债券（第三期）募集说明书_1095b2a7-701d-4773-b0ba-cd37a0907982
深圳市英唐智能控制股份有限公司,18英唐03,2018-08-13,116,9,181285,4821,48,18英唐03：深圳市英唐智能控制股份有限公司2018年面向合格投资者公开发行公司债券（第三期）募集说明书_2206cd5a-1eda-41ec-8729-e2272b283691
万科企业股份有限公司,万  科Ａ,2018-08-03,136,6,262585,6266,73,万  科Ａ：2018年面向合格投资者公开发行住房租赁专项公司债券（第一期）募集说明书_f803a34d-7031-4996-b2ae-36bd081fc7aa
万科企业股份有限公司,18万科01,2018-08-03,136,6,262585,6266,73,18万科01：万科企业股份有限公司2018年面向合格投资者公开发行住房租赁专项公司债券（第一期）募集说明书_d982a6b7-a1ac-4f7b-bd03-ef988d992b94
江苏中南建设集团股份有限公司,中南建设,2017-12-11,100,8,219606,4124,52,中南建设：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_9f777ef9-aa35-4a40-92ab-402b9f8e6770
传化智联股份有限公司,17传化01,2017-11-30,77,5,230190,4200,38,17传化01：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_4014f0ad-1573-4662-a103-96dd34e347e3
贵州信邦制药股份有限公司,信邦制药,2017-11-30,109,8,202111,5377,56,信邦制药：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_7c538ecb-1fc1-4091-ba75-a6e3474b6baf
北京千方科技股份有限公司,千方科技,2017-11-24,107,12,185923,5218,54,千方科技：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_7a6fdf44-ec82-44d3-b083-c57217d626db
深圳市英唐智能控制股份有限公司,英唐智控,2017-11-24,117,8,183297,4923,49,英唐智控：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_4f744c11-2d62-44a8-b06b-1e24af77bb45
北京四维图新科技股份有限公司,四维图新,2017-11-21,108,11,199808,4486,50,四维图新：2017年公开发行公司债券（第一期）募集说明书_2ff02533-8767-490e-a99e-251b3bf7fee1
香雪制药 股票代码公司,香雪制药,2017-11-21,179,21,202247,8460,89,香雪制药：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_b21c834a-1c09-49c3-b9db-c0feccc3aa85
新疆中泰（集团）有限责任公司,18新泰04,2018-07-09,127,20,239745,6213,56,18新泰04：新疆中泰（集团）有限责任公司2018年面向合格投资者公开发行公司债券（第三期）募集说明书_19878b70-8b3a-419d-a8f9-04ded8a395d2
深圳能源集团股份有限公司,深圳能源,2017-11-17,103,3,191869,5410,51,深圳能源：2017年面向合格投资者公开发行公司债券（第一期）募集说明书（更新后）_18989401-d760-4b62-9033-5d3ba6055d5b
深圳能源集团股份有限公司,深圳能源,2017-11-16,103,3,192117,5440,51,深圳能源：2017年面向合格投资者公开发行公司债券（第一期）募集说明书（已取消）_e89d6aad-4b66-4250-8ad2-d61fe24a731a
国信证券股份有限公司,国信证券,2017-10-12,317,12,189211,9408,86,国信证券：2017年面向合格投资者公开发行公司债券（第三期）募集说明书_16fe5f63-a474-4ce5-9f4a-8aa1f91a1143
江西正邦科技股份有限公司,正邦科技,2017-11-15,98,8,181191,4622,49,正邦科技：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_6f8320d5-9bd7-49e0-ac4a-9e594ef46d54
香雪制药 股票代码公司,香雪制药,2017-10-31,179,21,202611,8374,89,香雪制药：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_44d7a51b-218c-4e70-82c3-5b7d3412c79b
滨江集团公司,滨江集团,2017-10-27,114,11,193247,5358,58,滨江集团：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_cacf03c8-94c9-4ef0-872d-6e05d084c1f9
北京光线传媒股份有限公司,光线传媒,2017-10-24,108,14,157944,4640,57,光线传媒：公开发行2017年公司债券（第一期）募集说明书_7169547a-b4ab-41a0-9c66-dd2693bd4c2b
美尚生态 股票代码公司,美尚生态,2017-10-20,82,7,135002,4123,44,美尚生态：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_37f4b973-1bdf-4639-9392-d55667eb3c8b
中国电子科技集团有限公司,18电科01,2018-06-06,0,0,492,0,0,18电科01：关于中国电子科技集团有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书的更正公告_f0a19a49-4ef8-4dde-82db-b6d3a91c60f5
瑞康医药 股票代码：002589 瑞康医药股份有限公司,瑞康医药,2017-10-16,105,12,196920,5662,50,瑞康医药：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_96284f16-3877-473f-ada0-66d4c08a3304
公开发行证券公司,招商蛇口,2018-06-06,128,13,190954,5947,64,招商蛇口：2018年面向合格投资者公开发行公司债券（第二期）募集说明书_1bb79a87-6607-4733-867c-053d4f60132e
巴安水务 股票代码公司,巴安水务,2017-10-17,82,9,163684,3958,39,巴安水务：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_c9fa30f0-7dae-43ea-8ea9-a2ffd0d8b064
广发证券股份有限公司,广发证券,2018-04-23,230,10,174020,8193,81,广发证券：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_460e903e-0fb2-4180-a98f-b1945549486e
广发证券股份有限公司,18广发01,2018-04-23,230,10,174020,8193,81,18广发01：广发证券股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_99f27adc-ab80-471c-a8b7-eaa235d547af
山东晨鸣纸业集团股份有限公司,18晨债01,2018-03-27,150,9,256133,6821,78,18晨债01：山东晨鸣纸业集团股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_90adee2e-ab90-4bd4-b947-550fe7d9d40e
深圳市英唐智能控制股份有限公司,18英唐02,2018-05-22,115,9,180852,4797,48,18英唐02：深圳市英唐智能控制股份有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_70091000-65d6-4725-87e6-673a17aaf195
深圳能源集团股份有限公司,18深能01,2018-05-21,102,3,184978,4664,50,18深能01：深圳能源集团股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_14b0a959-035b-4049-a3cf-b445305e2cb2
华明电力装备股份有限公司,18华明01,2018-05-09,76,8,166493,3405,36,18华明01：华明电力装备股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_de4532d3-a841-4541-b64c-c03dccc4bd41
厦门国际港务股份有限公司,17厦港01,2017-09-19,130,7,211343,5786,65,17厦港01：公开发行公司债券（第一期）募集说明书_9685ed27-41a9-49ea-ae60-eb5bca1b3e6c
徐工机械 股票代码公司,徐工机械,2017-09-20,121,9,201277,5485,60,徐工机械：2017年面向合格投资者公开发行可续期公司债券（第一期）募集说明书_9f39a5a4-9bc0-408e-8e75-72b418549c84
南方汇通股份有限公司,18南方01,2018-05-09,131,18,151730,4961,54,18南方01：南方汇通股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_59aacb76-a756-4b7b-ad4a-4c5e094931b9
九州证券股份有限公司,18九州01,2018-03-31,268,9,156830,9058,93,18九州01：九州证券股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_0a792042-e540-46c2-ac01-df920ff53414
苏宁易购集团股份有限公司,18苏宁02,2018-05-04,93,4,171620,4417,44,18苏宁02：苏宁易购集团股份有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_4ed91891-42b4-46fc-9223-e6fa7e9a0923
浙江南都电源动力股份有限公司,南都电源,2017-09-13,83,6,130700,3962,42,南都电源：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_a7bbb094-69e5-4a11-a188-37a70e081643
广州市香雪制药股份有限公司,18制药01,2018-04-26,168,18,189919,7867,86,18制药01：广州市香雪制药股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_85d2c594-96fc-4236-a3c2-b9688570429e
厦门象屿集团有限公司,18象屿Y1,2018-04-23,238,24,229312,9834,106,18象屿Y1：厦门象屿集团有限公司2018年面向合格投资者公开发行可续期公司债券（第一期）募集说明书_63da147d-d12b-4dea-ac50-d8fe909c1f04
山西西山煤电股份有限公司,西山煤电,2017-08-31,114,2,155545,5527,59,西山煤电：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_264b5f98-2727-4714-924b-927603e422b2
内蒙古蒙草生态环境（集团） 股份有限公司,蒙草生态,2017-08-30,86,7,172999,4448,43,蒙草生态：2017年面向合格投资者公开发行绿色公司债券（第一期）募集说明书_cef7621a-3f0c-47f9-a8a7-17279739a5ad
青信Y公司,18青信Y1,2018-04-23,228,8,235960,10036,89,18青信Y1：青岛国信发展（集团）有限责任公司2018年面向合格投资者公开发行可续期公司债券（第一期）募集说明书_5f00dbed-cf7f-4974-aed5-0bf3f9920c8c
深圳欧菲光科技股份有限公司,欧菲光,2017-08-29,90,23,176432,2975,34,欧菲光：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_84102483-4ff4-4ebd-9943-c493cce2d581
瑞康医药股份有限公司,18瑞康01,2018-04-17,109,12,202412,5726,52,18瑞康01：瑞康医药股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书（已取消）_d4c5509f-193e-483d-bf59-667f0d6b4e3d
瑞康医药股份有限公司,18瑞康01,2018-04-18,109,12,201936,5782,52,18瑞康01：瑞康医药股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书（更新后）_bf01fe5b-7eda-407c-8590-26bb75f24dbd
北京昆仑万维科技股份有限公司,昆仑万维,2018-04-19,118,3,192435,4968,54,昆仑万维：2018年面向合格投资者公开发行创新创业公司债券（第二期）募集说明书_bbe39ea1-dccf-4859-ad87-c325f0bd50ef
厦门金圆投资集团有限公司,18圆融01,2018-04-18,211,11,204718,9669,95,18圆融01：厦门金圆投资集团有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_a454623c-32f6-439e-a002-4bfb10ba2442
苏宁易购集团股份有限公司,18苏宁01,2018-04-17,93,4,169125,4417,44,18苏宁01：苏宁易购集团股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_94ba06cb-ca33-454d-b4ce-ec1a33d78c8a
中国宝安集团股份有限公司,中国宝安,2017-08-24,132,10,175963,5798,62,中国宝安：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_37fe1d94-c373-491d-9e84-d5d03f121383
招商局蛇口工业区控股股份有限公司,18蛇口01,2018-04-12,130,13,188145,5846,65,18蛇口01：招商局蛇口工业区控股股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_6add13bc-0d22-4485-8173-5e904f15c732
恒逸石化股份有限公司,18恒逸02,2018-04-12,203,9,211671,8562,97,18恒逸02：恒逸石化股份有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_75aefeaf-6520-44ea-8049-18cb7ae29f93
招商局蛇口工业区控股股份有限公司,18蛇口02,2018-04-12,130,13,188145,5846,65,18蛇口02：招商局蛇口工业区控股股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_81328d4f-0fe8-40a8-881f-c2f70e453039
北京昆仑万维科技股份有限公司,昆仑万维,2018-04-11,118,3,192123,4934,54,昆仑万维：2018年面向合格投资者公开发行创新创业公司债券（第二期）募集说明书_bf6cd613-68ff-495d-96d4-6eafa43166ec
深圳市创新投资集团有限公司,18创投S2,2018-04-10,148,10,184560,6676,71,18创投S2：深圳市创新投资集团有限公司2018年面向合格投资者公开发行创新创业公司债券（第二期）募集说明书_b3399f20-2256-453f-b525-c5ff5e74e7e3
亚迪股份有限公司,18亚迪01,2018-04-09,110,3,161713,5189,51,18亚迪01：比亚迪股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_0aad5e62-7c8b-45fc-b5a3-a2a10484d416
物美控股集团有限公司,18物美01,2018-04-13,100,13,190451,4792,51,18物美01：物美控股集团有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_92d580d8-a7a8-4007-93b4-0d1152ff2d68
厦贸Y公司,18厦贸Y1,2018-04-09,200,11,219362,9540,102,18厦贸Y1：厦门国贸控股集团有限公司2018年面向合格投资者公开发行可续期公司债券（第一期）募集说明书_a280375b-f5b1-4ca3-96ae-b2a25b4d3a34
公开发行证券公司,招商蛇口,2018-04-12,130,13,188581,5856,65,招商蛇口：2018年面向合格投资者公开发行公司债券（第一期）募集说明书_0766e5ec-300a-45b8-ba5b-76e3e71c1c12
山西西山煤电股份有限公司,西山煤电,2017-08-18,114,2,155511,5556,59,西山煤电：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_327bc9cb-c07c-4f55-bd60-1766670d3c28
北京东方园林环境股份有限公司,18东林01,2018-04-09,185,52,200947,8573,90,18东林01：北京东方园林环境股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_3b1980a1-4d91-4da6-93ae-d3e5b38a89c3
山东晨鸣纸业集团股份有限公司,晨鸣纸业,2017-08-15,152,9,240508,6742,79,晨鸣纸业：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_9a829e42-39dd-4a1e-89f5-93bce4b67ae3
普洛斯洛华中国海外控股（香港）有限公司,18GLPR2,2018-04-02,0,0,976902,0,0,18GLPR2：普洛斯洛华中国海外控股（香港）有限公司2018年面向合格投资者公开发行“一带一路”公司债券（第二期）募集说明书_9903a5e0-0ac9-4d4c-834e-4a50d04d0c5b
国信证券股份有限公司,国信证券,2017-07-07,294,11,184686,9110,83,国信证券：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_9e93339b-7cc4-422e-b51d-90f4bfea623f
 欣旺达电子股份有限公司,欣旺达,2017-08-11,85,10,148683,4156,44,欣旺达：2017年面向合格投资者公开发行公司债券（第三期）募集说明书_e0482048-59e5-4535-95ce-f17d484d1d37
欣旺达电子股份有限公司,欣旺达,2017-08-11,85,11,147463,4204,44,欣旺达：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_0129f252-6de4-452b-aeec-9a99a9ff11f6
中材科技股份有限公司,18中材Y1,2018-03-28,104,7,219084,4835,54,18中材Y1：中材科技股份有限公司2018年面向合格投资者公开发行可续期公司债券（第一期）募集说明书_604fa0a4-85a5-4ded-8ee0-8af1f2f0906e
广东省广业集团有限公司,17广业01,2017-08-04,125,5,159763,5432,62,17广业01：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_35e58048-afe6-4335-9a2f-3f652b9bef19
公司,17招路01,2017-07-31,0,0,1249735,0,0,17招路01：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_a2f5656a-9079-4615-b21c-7848892cb4e0
四川科伦药业股份有限公司,18科伦01,2018-03-21,93,10,151079,4824,46,18科伦01：四川科伦药业股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_b06d6aa3-2d3c-42f5-a134-23d842828d1f
伊犁农四师国有资产投资有限责任公司,18农四01,2018-03-19,100,5,197746,5150,46,18农四01：伊犁农四师国有资产投资有限责任公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_d1cb5e32-91db-4ab5-aa8a-eb5be736bc1d
公司,17招路02,2017-07-31,0,0,1249735,0,0,17招路02：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_c65c001b-2cdb-461c-8070-6513a77fb697
湛江国联水产开发股份有限公司,国联水产,2017-07-27,133,7,196504,6103,62,国联水产：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_1fcd1d33-4d84-4a9b-b1f9-beb9aaaddce1
万科企业股份有限公司,万  科Ａ,2017-08-01,138,6,206131,5951,72,万  科Ａ：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_c4d050ec-c50f-4ae3-997e-ee8898d6bb3d
星期六股份有限公司,18星期01,2018-03-21,101,8,129388,3982,52,18星期01：星期六股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_295e88ee-0df7-4206-bf26-e706341a62cc
云南合和（集团）股份有限公司,18合和01,2018-03-20,135,12,195125,5465,57,18合和01：云南合和（集团）股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_455d386a-eacc-4ebd-b8c1-fe17676d043d
恒逸石化股份有限公司,18恒逸01,2018-03-16,202,9,210359,8720,97,18恒逸01：恒逸石化股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_39cdc331-b1fc-4e0a-804a-466340d89058
深圳市创新投资集团有限公司,18创投S1,2018-03-15,148,10,184312,6676,71,18创投S1：深圳市创新投资集团有限公司2018年面向合格投资者公开发行创新创业公司债券（第一期）募集说明书_27f271bf-9e00-40d1-9f46-21947c00f414
美晨科技 股票代码公司,美晨科技,2017-07-28,125,16,177810,5558,64,美晨科技：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_efaf8cdc-6039-4355-9529-6058b8260eee
朗姿股份有限公司,18朗姿01,2018-03-13,151,10,157994,7113,70,18朗姿01：朗姿股份有限公司2018年公开发行公司债券（第一期）募集说明书_a8dcf021-8433-405c-91f3-2d1838672af6
冀中能源股份有限公司,冀中能源,2017-07-24,74,3,162408,3859,38,冀中能源：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_aeb7bd2b-0fbc-45e8-81dd-f1cdafc92cb3
新疆中泰（集团）有限责任公司,18新泰01,2018-03-08,125,21,243702,6102,54,18新泰01：新疆中泰（集团）有限责任公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_f655fe5b-a0de-4648-b0d5-bb821abd6a1c
科伦药业 股票代码公司,科伦药业,2017-07-17,97,11,153534,4990,48,科伦药业：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_09ab1cdf-2a91-43e7-8111-b9d094e35f4b
深圳华侨城股份有限公司,18侨城06,2018-03-08,102,6,193181,4721,54,18侨城06：深圳华侨城股份有限公司2018年面向合格投资者公开发行公司债券（第三期）募集说明书_49c054b1-9443-46ca-b51d-233fb6866a2f
公开发行证券公司,易事特,2017-07-18,151,15,215607,8000,80,易事特：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_abdead2b-6987-49ac-9071-fac91d9e9770
深圳华侨城股份有限公司,18侨城05,2018-03-08,102,6,193181,4721,54,18侨城05：深圳华侨城股份有限公司2018年面向合格投资者公开发行公司债券（第三期）募集说明书_220d0269-e707-456a-b34b-61f8fc4108d4
深圳市兴森快捷电路科技股份有限公司,兴森科技,2017-07-17,69,5,105008,3806,35,兴森科技：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_06957cd3-4c0a-4239-a20a-7efec004cd2f
万科企业股份有限公司,万  科Ａ,2017-07-12,138,6,204851,5951,72,万  科Ａ：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_7596db30-cf7a-4d1e-b0b1-c8cb2875864c
第一创业证券股份有限公司,18一创02,2018-01-12,259,8,183878,8855,90,18一创02：第一创业证券股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_2f369088-2090-417b-8d67-5660cd4de59a
第一创业证券股份有限公司,18一创01,2018-01-12,259,8,183878,8855,90,18一创01：第一创业证券股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_316243ca-66e1-4084-85b8-222d08949d5a
凯撒文化 股票代码:002425 凯撒（中国）文化股份有限公司,凯撒文化,2017-07-06,104,7,170713,5292,52,凯撒文化：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_8cc485c8-270d-4e7e-a4ad-2dc70132959f
思辰 股票代码公司,立思辰,2017-07-05,91,9,170835,4890,47,立思辰：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_718beddc-8c6f-4f61-a9a9-5d9bb46c1523
TCL 集团公司,TCL 集团,2017-07-05,150,17,190515,7744,72,TCL 集团：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_dcef9656-9c67-4648-a878-fbe624d126db
广东温氏食品集团股份有限公司,温氏股份,2017-06-30,86,10,167025,4330,39,温氏股份：2017年面向合格投资者公开发行公司债券（第二期）募集说明书_31949572-7b7c-446b-a418-b948fe57eec3
南方汇通股份有限公司,南方汇通,2017-06-29,132,18,180653,5699,58,南方汇通：2017年公开发行公司债券（第一期）募集说明书_81da88d3-dc6f-454b-9feb-b4a5f933bd01
中能电气股份有限公司,中能电气,2017-06-26,134,6,149321,5515,64,中能电气：2017年公开发行公司债券（第一期）募集说明书（面向合格投资者）_aae8a125-91ba-4761-98fb-b776ea8afbd5
深圳市海王生物工程股份有限公司,海王生物,2017-06-22,97,10,166727,4499,52,海王生物：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_7e2c79a5-c17a-49b4-ad23-d63ca3278be0
海南海药股份有限公司,海南海药,2017-06-21,109,12,184165,5890,56,海南海药：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_24909579-0af9-4432-b080-5560552ef34c
金科地产集团股份有限公司,18金科02,2018-02-06,99,2,239168,4832,48,18金科02：金科地产集团股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_8f621e81-89e0-4e6c-8a62-cf66b7fa0aa0
奥飞娱乐股份有限公司,18奥飞01,2018-02-08,110,6,184073,4854,50,18奥飞01：奥飞娱乐股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_e788a91a-afbc-469e-955d-d94f302d410b
金科地产集团股份有限公司,18金科01,2018-02-06,99,2,239168,4832,48,18金科01：金科地产集团股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_f1d5409c-b353-4f47-aa44-d51b1f210203
广西投资集团有限公司,18桂投02,2018-02-05,119,10,191998,6190,61,18桂投02：广西投资集团有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_bad61647-0594-4ce9-9a20-b2dcb1dbe62a
城镇发展股份有限公司,18棕榈01,2018-02-01,124,9,188254,6464,66,18棕榈01：棕榈生态城镇发展股份有限公司2018年公开发行公司债券（第一期）募集说明书_7d008f8a-af87-4325-9ca4-727bbf2ed145
城镇发展股份有限公司,18棕榈02,2018-02-01,124,9,188254,6464,66,18棕榈02：棕榈生态城镇发展股份有限公司2018年公开发行公司债券（第一期）募集说明书_9bee70f6-1368-4a09-bbb0-b5a6d481f4ae
广西投资集团有限公司,18桂投01,2018-02-05,119,10,191998,6190,61,18桂投01：广西投资集团有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_fdd2c559-3cce-46dc-aade-d4576d21de72
深圳华侨城股份有限公司,18侨城04,2018-02-01,102,6,193274,4721,54,18侨城04：深圳华侨城股份有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_1cc4c32d-1b06-4d9c-adb6-52e7bddb0b18
普洛斯洛华中国海外控股（香港）有限公司,18GLPR1,2018-02-02,0,0,995958,0,0,18GLPR1：普洛斯洛华中国海外控股（香港）有限公司2018年面向合格投资者公开发行“一带一路”公司债券（第一期）募集说明书_b203030f-06d9-4a9d-8f76-b072e7ffd78c
 比亚迪股份有限公司,比亚迪,2017-06-13,89,3,128138,3497,40,比亚迪：2017年面向合格投资者公开发行公司债券（第一期）募集说明书_12b719e6-0859-43fa-b789-7f56ab68e2eb
天齐锂业股份有限公司,18天齐01,2018-01-30,132,11,159050,6607,62,18天齐01：天齐锂业股份有限公司2018年面向合格投资者公开发行公司债券（第一期）募集说明书_c346cd9f-3fa5-4b3d-8a63-b2fc3dc4e94d
深圳华侨城股份有限公司,18侨城03,2018-02-01,102,6,193274,4721,54,18侨城03：深圳华侨城股份有限公司2018年面向合格投资者公开发行公司债券（第二期）募集说明书_6c7d164d-805d-43e2-b8bd-306e66b84007
北京昆仑万维科技股份有限公司,昆仑万维,2018-01-29,118,3,195851,4915,54,昆仑万维：2018年面向合格投资者公开发行创新创业公司债券（第一期）募集说明书_5dc1b855-26e5-4ab7-869c-115b6d31b2af
